"Accepted Symbol","Synonym Symbol","Symbol","Scientific Name","Native Status","Federal Noxious Status","Federal Noxious Common Name","State Noxious Status","State Noxious Common Name","Invasive"
"RIPA3","","RIPA3","Rinodina pachysperma","NA(N)","","","","",""
"RIPA4","","RIPA4","Rinodina papillata","NA(N)","","","","",""
"RIPA5","","RIPA5","Rinodina parasitica","NA(N)","","","","",""
"RIPO","","RIPO","Rinodina polyspora","NA(N)","","","","",""
"RIPO2","","RIPO2","Rinodina populicola","NA(N)","","","","",""
"RIPY","","RIPY","Rinodina pyrina","NA(N)","","","","",""
"RIRO3","","RIRO3","Rinodina roscida","NA(N)","","","","",""
"RISA5","","RISA5","Rinodina santae-monicae","NA(N)","","","","",""
"RISE3","","RISE3","Rinodina septentrionalis","NA(N)","","","","",""
"RISH","","RISH","Rinodina sheardii","NA(N)","","","","",""
"RISI2","","RISI2","Rinodina silicicola","NA(N)","","","","",""
"RIST3","","RIST3","Rinodina stictica","NA(N)","","","","",""
"RISU4","","RISU4","Rinodina subminuta","NA(N)","","","","",""
"RISU6","","RISU6","Rinodina subsophodes","NA(N)","","","","",""
"RITE","","RITE","Rinodina tephraspis","NA(N)","","","","",""
"RITH4","","RITH4","Rinodina thomsonii","NA(N)","","","","",""
"RITU2","","RITU2","Rinodina turfacea","NA(N)","","","","",""
"RIVE2","","RIVE2","Rinodina vegasii","NA(N)","","","","",""
"RIWI","","RIWI","Rinodina willeyii","NA(N)","","","","",""
"RIZW","","RIZW","Rinodina zwackhiana","NA(N)","","","","",""
"RINOR","","RINOR","Rinorea","","","","","",""
"RIBE2","","RIBE2","Rinorea bengalensis","L48(N)","","","","",""
"RIVIN","","RIVIN","Rivina","L48(N)","","","","",""
"RIHU2","","RIHU2","Rivina humilis","L48(N)HI(I)PR(N)VI(N)","","","","",""
"ROBIN","","ROBIN","Robinia","L48(N)CAN(I)","","","","",""
"ROAM2","","ROAM2","Robinia ×ambigua","L48(N)","","","","",""
"ROHO","","ROHO","Robinia ×holdtii","L48(N)","","","","",""
"ROLO2","","ROLO2","Robinia ×longiloba","L48(N)","","","","",""
"ROMA","","ROMA","Robinia ×margarettiae","L48(N)","","","","",""
"ROHI","","ROHI","Robinia hispida","L48(N)CAN(I)","","","","",""
"ROHIF8","","ROHIF8","Robinia hispida var. fertilis","L48(N)","","","","",""
"ROHIH","","ROHIH","Robinia hispida var. hispida","L48(N)CAN(I)","","","","",""
"ROHIK","","ROHIK","Robinia hispida var. kelseyi","L48(N)","","","","",""
"ROHIN","","ROHIN","Robinia hispida var. nana","L48(N)","","","","",""
"ROHIR","","ROHIR","Robinia hispida var. rosea","L48(N)","","","","",""
"RONE","","RONE","Robinia neomexicana","L48(N)","","","","",""
"RONEN","","RONEN","Robinia neomexicana var. neomexicana","L48(N)","","","","",""
"RONER","","RONER","Robinia neomexicana var. rusbyi","L48(N)","","","","",""
"ROPS","","ROPS","Robinia pseudoacacia","L48(N)CAN(I)","","","CT(INB)MA(P)","CT (black locust)MA (black locust)","Cal-IPC, N'EAST"
"ROVI","","ROVI","Robinia viscosa","L48(N)CAN(I)","","","","",""
"ROVIH2","","ROVIH2","Robinia viscosa var. hartwegii","L48(N)","","","","",""
"ROVIV","","ROVIV","Robinia viscosa var. viscosa","L48(N)CAN(I)","","","","",""
"ROCCE","","ROCCE","Roccella","NA(N)","","","","",""
"ROBA2","","ROBA2","Roccella babingtonii","NA(N)","","","","",""
"RODE4","","RODE4","Roccella decipiens","NA(N)","","","","",""
"RODI","","RODI","Roccella difficilis","NA(N)","","","","",""
"ROFI","","ROFI","Roccella fimbriata","NA(N)","","","","",""
"ROFU","","ROFU","Roccella fuciformis","NA(N)","","","","",""
"ROMO4","","ROMO4","Roccella montagnei","NA(N)","","","","",""
"ROPE3","","ROPE3","Roccella peruensis","NA(N)","","","","",""
"ROPH","","ROPH","Roccella phycopsis","NA(N)","","","","",""
"ROTI","","ROTI","Roccella tinctoria","NA(N)","","","","",""
"ROCCE2","","ROCCE2","Roccellina","NA(N)","","","","",""
"ROCO11","","ROCO11","Roccellina conformis","NA(N)","","","","",""
"ROFR2","","ROFR2","Roccellina franciscana","NA(N)","","","","",""
"ROCHE","","ROCHE","Rochefortia","","","","","",""
"ROAC2","","ROAC2","Rochefortia acanthophora","PR(N)VI(N)","","","","",""
"ROSP8","","ROSP8","Rochefortia spinosa","PR(N)","","","","",""
"RODGE","","RODGE","Rodgersia","","","","","",""
"ROSA6","","ROSA6","Rodgersia sambucifolia","","","","","",""
"ROELL","","ROELL","Roellia","NA(N)","","","","",""
"RORO5","","RORO5","Roellia roellii","NA(N)","","","","",""
"ROEME","","ROEME","Roemeria","L48(I)","","","","",""
"RORE","","RORE","Roemeria refracta","L48(I)","","","","",""
"ROLAN","","ROLAN","Rolandra","","","","","",""
"ROFR","","ROFR","Rolandra fruticosa","PR(N)","","","","",""
"ROLDA","","ROLDA","Roldana","L48(N)","","","","",""
"ROHA3","","ROHA3","Roldana hartwegii","L48(N)","","","","",""
"ROPE6","","ROPE6","Roldana petasitis","","","","","",""
"ROLLA","","ROLLA","Rollandia","","","","","",""
"ROAM5","","ROAM5","Rollandia ambigua","","","","","",""
"ROLLI","","ROLLI","Rollinia","","","","","",""
"ROMU3","","ROMU3","Rollinia mucosa","L48(I)PR(N)","","","","",""
"ROPU3","","ROPU3","Rollinia pulchrinervis","","","","","",""
"ROMAN","","ROMAN","Romanzoffia","L48(N)CAN(N)","","","","",""
"ROCA6","","ROCA6","Romanzoffia californica","L48(N)","","","","",""
"ROSI","","ROSI","Romanzoffia sitchensis","L48(N)AK(N)CAN(N)","","","","",""
"ROTH","","ROTH","Romanzoffia thompsonii","L48(N)","","","","",""
"ROTR","","ROTR","Romanzoffia tracyi","L48(N)CAN(N)","","","","",""
"ROUN","","ROUN","Romanzoffia unalaschcensis","AK(N)","","","","",""
"ROUNG","","ROUNG","Romanzoffia unalaschcensis var. glabriuscula","AK(N)","","","","",""
"ROUNU","","ROUNU","Romanzoffia unalaschcensis var. unalaschcensis","AK(N)","","","","",""
"ROMNE","","ROMNE","Romneya","L48(N)","","","","",""
"ROCO","","ROCO","Romneya coulteri","L48(N)","","","","",""
"ROTR2","","ROTR2","Romneya trichocalyx","L48(N)","","","","",""
"ROMUL","","ROMUL","Romulea","L48(I)","","","","",""
"RORO","","RORO","Romulea rosea","L48(I)","","","","",""
"ROROA","","ROROA","Romulea rosea var. australis","L48(I)","","","","",""
"ROROR2","","ROROR2","Romulea rosea var. rosea","","","","","",""
"RONDE","","RONDE","Rondeletia","","","","","",""
"ROIN4","","ROIN4","Rondeletia inermis","PR(N)","","","","",""
"ROPI3","","ROPI3","Rondeletia pilosa","PR(N)VI(N)","","","","",""
"ROPO","","ROPO","Rondeletia portoricensis","PR(N)","","","","",""
"ROPAL","","ROPAL","Ropalospora","NA(N)","","","","",""
"ROCH2","","ROCH2","Ropalospora chlorantha","NA(N)","","","","",""
"ROHI5","","ROHI5","Ropalospora hibernica","NA(N)","","","","",""
"ROLU3","","ROLU3","Ropalospora lugubris","NA(N)","","","","",""
"ROVI5","","ROVI5","Ropalospora viridis","NA(N)","","","","",""
"RORIP","","RORIP","Rorippa","L48(I,N)CAN(I,N)GL(I,N)SPM(I,N)","","","","",""
"ROPR4","","ROPR4","Rorippa ×prostrata","L48(I)","","","","",""
"ROAL","","ROAL","Rorippa alpina","L48(N)","","","","",""
"ROAM","","ROAM","Rorippa amphibia","L48(I)CAN(I)","","","MA(P)","MA (water yellowcress, great yellowcress)",""
"ROAU","","ROAU","Rorippa austriaca","L48(I)CAN(I)","","","AK(NW)AZ(PNW)CA(BW)NV(NW)WA(CBW)","AK (Austrian fieldcress)AZ (Austrian fieldcress)CA (Austrian field cress)NV (Austrian fieldcress)WA (Austrian fieldcress)","STATE"
"ROBA","","ROBA","Rorippa barbareifolia","AK(N)CAN(N)NA(N)","","","","",""
"ROCA","","ROCA","Rorippa calycina","L48(N)CAN(I)","","","","",""
"ROCA8","","ROCA8","Rorippa cantoniensis","L48(I)HI(I)","","","","",""
"ROCO2","","ROCO2","Rorippa coloradensis","L48(N)","","","","",""
"ROCO3","","ROCO3","Rorippa columbiae","L48(N)","","","","",""
"ROCR2","","ROCR2","Rorippa crystallina","CAN(I)NA(I)","","","","",""
"ROCU2","","ROCU2","Rorippa curvipes","L48(N)AK(N)CAN(N)","","","","",""
"ROCUC","","ROCUC","Rorippa curvipes var. curvipes","L48(N)CAN(N)","","","","",""
"ROCUT","","ROCUT","Rorippa curvipes var. truncata","L48(N)AK(N)CAN(N)","","","","",""
"ROCU","","ROCU","Rorippa curvisiliqua","L48(N)AK(N)CAN(N)","","","","",""
"ROCUC2","","ROCUC2","Rorippa curvisiliqua var. curvisiliqua","L48(N)AK(N)CAN(N)","","","","",""
"ROCUL","","ROCUL","Rorippa curvisiliqua var. lyrata","L48(N)","","","","",""
"ROCUN","","ROCUN","Rorippa curvisiliqua var. nuttallii","L48(N)","","","","",""
"ROCUO","","ROCUO","Rorippa curvisiliqua var. occidentalis","L48(N)","","","","",""
"ROCUO2","","ROCUO2","Rorippa curvisiliqua var. orientalis","L48(N)","","","","",""
"ROCUP","","ROCUP","Rorippa curvisiliqua var. procumbens","L48(N)AK(N)","","","","",""
"ROCUS","","ROCUS","Rorippa curvisiliqua var. spatulata","L48(N)","","","","",""
"ROGL2","","ROGL2","Rorippa globosa","L48(I)","","","","",""
"ROIN","","ROIN","Rorippa indica","L48(I)PR(I)","","","","",""
"ROINA","","ROINA","Rorippa indica var. apetala","L48(I)PR(I)","","","","",""
"ROINI","","ROINI","Rorippa indica var. indica","L48(I)PR(I)","","","","",""
"ROIN2","","ROIN2","Rorippa intermedia","L48(N)","","","","",""
"ROIS2","","ROIS2","Rorippa islandica","L48(I)GL(N)SPM(I)","","","","",""
"ROMI2","","ROMI2","Rorippa microtitis","L48(N)","","","","",""
"ROPA2","","ROPA2","Rorippa palustris","L48(N)AK(N)PR(I)CAN(N)SPM(N)","","","","","N'EAST, NE&GP"
"ROPAF2","","ROPAF2","Rorippa palustris ssp. fernaldiana","L48(N)AK(N)CAN(N)","","","","",""
"ROPAH","","ROPAH","Rorippa palustris ssp. hispida","L48(N)AK(N)PR(I)CAN(N)SPM(N)","","","","",""
"ROPAO","","ROPAO","Rorippa palustris ssp. occidentalis","L48(N)AK(N)","","","","",""
"ROPAP","","ROPAP","Rorippa palustris ssp. palustris","L48(N)AK(N)CAN(N)","","","","",""
"ROPO2","","ROPO2","Rorippa portoricensis","PR(N)VI(N)","","","","",""
"ROPOP","","ROPOP","Rorippa portoricensis var. pumilum","","","","","",""
"RORA2","","RORA2","Rorippa ramosa","L48(N)","","","","",""
"ROSA","","ROSA","Rorippa sarmentosa","HI(I)","","","","",""
"ROSE","","ROSE","Rorippa sessiliflora","L48(N)","","","","",""
"ROSI2","","ROSI2","Rorippa sinuata","L48(N)CAN(N)","","","","","NE&GP"
"ROSP4","","ROSP4","Rorippa sphaerocarpa","L48(N)","","","","",""
"ROSU2","","ROSU2","Rorippa subumbellata","L48(N)","","","","",""
"ROSY","","ROSY","Rorippa sylvestris","L48(I)AK(I)CAN(I)GL(I)","","","CA(QW)NC(CBW)OR(BDW, Q)","CA (creeping yellow field cress)NC (yellow fieldcress)OR (creeping yellow cress)","STATE"
"ROTE","","ROTE","Rorippa tenerrima","L48(N)CAN(N)","","","","",""
"ROTE2","","ROTE2","Rorippa teres","L48(N)","","","","",""
"ROSA5","","ROSA5","Rosa","L48(I,N)CAN(I,N)SPM(I,N)","","","","",""
"ROAL3","","ROAL3","Rosa ×alba","L48(I)","","","","",""
"ROAN5","","ROAN5","Rosa ×anemonoides","","","","","",""
"ROBO3","","ROBO3","Rosa ×borboniana","L48(I)","","","","",""
"RODA","","RODA","Rosa ×damascena","L48(I)CAN(I)","","","","",""
"RODU","","RODU","Rosa ×dulcissima","L48(N)CAN(N)","","","","",""
"RODU5","","RODU5","Rosa ×dumetorum","L48(I)CAN(I)","","","","",""
"RODU6","","RODU6","Rosa ×dupontii","","","","","",""
"ROHA4","","ROHA4","Rosa ×harisonii","L48(I)","","","","",""
"ROHO3","","ROHO3","Rosa ×housei","L48(N)","","","","",""
"ROIW","","ROIW","Rosa ×iwara","","","","","",""
"ROKA2","","ROKA2","Rosa ×kamtchatica","","","","","",""
"ROOD2","","ROOD2","Rosa ×odorata","L48(I)CAN(N)","","","","",""
"ROPA4","","ROPA4","Rosa ×palustriformis","L48(N)","","","","",""
"RORE3","","RORE3","Rosa ×rehderiana","L48(I)","","","","",""
"RORU3","","RORU3","Rosa ×rudiuscula","L48(N)","","","","",""
"ROWA5","","ROWA5","Rosa ×waitziana","","","","","",""
"ROAB2","","ROAB2","Rosa abyssinica","","","","","",""
"ROAC","","ROAC","Rosa acicularis","L48(N)AK(N)CAN(N)","","","","",""
"ROACA","","ROACA","Rosa acicularis ssp. acicularis","AK(N)","","","","",""
"ROACN2","","ROACN2","Rosa acicularis ssp. acicularis var. nipponensis","","","","","",""
"ROACS","","ROACS","Rosa acicularis ssp. sayi","L48(N)AK(N)CAN(N)","","","","",""
"ROAG2","","ROAG2","Rosa agrestis","","","","","",""
"ROAL8","","ROAL8","Rosa albertii","","","","","",""
"ROAR3","","ROAR3","Rosa arkansana","L48(N)CAN(N)","","","","","NE&GP"
"ROARA","","ROARA","Rosa arkansana var. arkansana","L48(N)CAN(N)","","","","",""
"ROARS","","ROARS","Rosa arkansana var. suffulta","L48(N)CAN(N)","","","","",""
"ROAR6","","ROAR6","Rosa arvensis","","","","","",""
"ROBE2","","ROBE2","Rosa beggeriana","","","","","",""
"ROBE3","","ROBE3","Rosa bella","","","","","",""
"ROBL","","ROBL","Rosa blanda","L48(N)CAN(N)","","","","",""
"ROBLB","","ROBLB","Rosa blanda var. blanda","L48(N)CAN(N)","","","","",""
"ROBLG","","ROBLG","Rosa blanda var. glabra","L48(N)CAN(N)","","","","",""
"ROBLH","","ROBLH","Rosa blanda var. hispida","L48(N)","","","","",""
"ROBR","","ROBR","Rosa bracteata","L48(I)","","","","",""
"ROBR3","","ROBR3","Rosa bridgesii","L48(N)","","","","",""
"ROBR4","","ROBR4","Rosa brunonii","","","","","",""
"ROCA2","","ROCA2","Rosa californica","L48(N)","","","","",""
"ROCA3","","ROCA3","Rosa canina","L48(I)CAN(I)","","","","",""
"ROCA4","","ROCA4","Rosa carolina","L48(N)CAN(N)","","","","",""
"ROCAC","","ROCAC","Rosa carolina var. carolina","L48(N)CAN(N)","","","","",""
"ROCAS2","","ROCAS2","Rosa carolina var. setigera","L48(N)","","","","",""
"ROCA11","","ROCA11","Rosa caudata","","","","","",""
"ROCE","","ROCE","Rosa centifolia","L48(I)CAN(I)","","","","",""
"ROCH","","ROCH","Rosa chinensis","L48(I)","","","","",""
"ROCI","","ROCI","Rosa cinnamomea","L48(I)CAN(I)","","","","",""
"RODA2","","RODA2","Rosa davidii","","","","","",""
"RODA3","","RODA3","Rosa davurica","","","","","",""
"RODU4","","RODU4","Rosa dumalis","","","","","",""
"ROEC2","","ROEC2","Rosa ecae","","","","","",""
"ROFE4","","ROFE4","Rosa fedtschenkoana","","","","","",""
"ROFE5","","ROFE5","Rosa ferruiginea","L48(I)CAN(I)","","","","",""
"ROFO2","","ROFO2","Rosa foetida","","","","","",""
"ROFO","","ROFO","Rosa foliolosa","L48(N)","","","","",""
"ROFO3","","ROFO3","Rosa forrestiana","","","","","",""
"ROGA","","ROGA","Rosa gallica","L48(I)CAN(I)","","","","",""
"ROGI2","","ROGI2","Rosa giraldii","","","","","",""
"ROGY","","ROGY","Rosa gymnocarpa","L48(N)CAN(N)","","","","",""
"ROGYG","","ROGYG","Rosa gymnocarpa var. gymnocarpa","L48(N)CAN(N)","","","","",""
"ROGYS","","ROGYS","Rosa gymnocarpa var. serpentina","L48(N)","","","","",""
"ROHE3","","ROHE3","Rosa helenae","","","","","",""
"ROHE4","","ROHE4","Rosa hemsleyana","","","","","",""
"ROIN5","","ROIN5","Rosa indica","PR(I)","","","","",""
"ROJU2","","ROJU2","Rosa jundzillii","","","","","",""
"ROKO2","","ROKO2","Rosa kokanica","","","","","",""
"ROLA","","ROLA","Rosa laevigata","L48(I)HI(I)","","","","",""
"ROLA5","","ROLA5","Rosa laxa","","","","","",""
"ROMA81","","ROMA81","Rosa majalis","L48(I)","","","","",""
"ROMA3","","ROMA3","Rosa manca","L48(N)","","","","",""
"ROMA2","","ROMA2","Rosa maracandica","","","","","",""
"ROMA6","","ROMA6","Rosa marretii","","","","","",""
"ROMA7","","ROMA7","Rosa maximowicziana","","","","","",""
"ROMI","","ROMI","Rosa micrantha","L48(I)CAN(I)","","","","",""
"ROMI80","","ROMI80","Rosa minutifolia","L48(N)","","","","",""
"ROMI9","","ROMI9","Rosa missouriensis","","","","","",""
"ROMO7","","ROMO7","Rosa mollis","","","","","",""
"ROMO5","","ROMO5","Rosa montana","","","","","",""
"ROMO","","ROMO","Rosa moschata","L48(I)PR(I)","","","","",""
"ROMO6","","ROMO6","Rosa moyesii","","","","","",""
"ROMU5","","ROMU5","Rosa multibracteata","","","","","",""
"ROMU","","ROMU","Rosa multiflora","L48(I)CAN(I)","","","AL(CCW)CT(IB)IA(SNW)IN(PR)KY(NW)MA(P)MO(NW)NH(PIS)PA(NW)SD(RNPS)WI(NUW)WV(NW)","AL (multiflora rose)CT (multiflora rose)IA (multiflora rose)IN (multiflora rose)KY (multiflora rose)MA (multiflora rose)MO (multiflora rose)NH (multiflora rose)PA (multiflora rose)SD (multiflora rose)WI (multiflora rose)WV (multiflora rose)","N'EAST, SEEPPC, STATE, SWSS, WI"
"ROMY","","ROMY","Rosa myriadenia","L48(N)","","","","",""
"RONI","","RONI","Rosa nitida","L48(N)CAN(N)SPM(N)","","","","",""
"RONI2","","RONI2","Rosa nitidula","","","","","",""
"RONU","","RONU","Rosa nutkana","L48(N)AK(N)CAN(N)","","","","",""
"RONUH","","RONUH","Rosa nutkana var. hispida","L48(N)CAN(N)","","","","",""
"RONUM","","RONUM","Rosa nutkana var. muriculata","L48(N)","","","","",""
"RONUN","","RONUN","Rosa nutkana var. nutkana","L48(N)AK(N)CAN(N)","","","","",""
"RONUS","","RONUS","Rosa nutkana var. setosa","L48(N)","","","","",""
"ROOB2","","ROOB2","Rosa obtusiuscula","L48(N)","","","","",""
"ROPA","","ROPA","Rosa palustris","L48(N)CAN(N)","","","","",""
"ROPE4","","ROPE4","Rosa pendulina","","","","","",""
"ROPI","","ROPI","Rosa pinetorum","L48(N)","","","","",""
"ROPI2","","ROPI2","Rosa pisocarpa","L48(N)CAN(N)","","","","",""
"ROPIA","","ROPIA","Rosa pisocarpa ssp. ahartii","L48(N)","","","","",""
"ROPIP","","ROPIP","Rosa pisocarpa ssp. pisocarpa","L48(N)CAN(N)","","","","",""
"ROPO4","","ROPO4","Rosa pouzinii","","","","","",""
"ROPR3","","ROPR3","Rosa prattii","","","","","",""
"ROPU4","","ROPU4","Rosa pulverulenta","","","","","",""
"RORO6","","RORO6","Rosa roxburghii","","","","","",""
"ROROH","","ROROH","Rosa roxburghii var. hirtula","","","","","",""
"RORU82","","RORU82","Rosa rubiginosa","L48(I)CAN(I)","","","","",""
"RORU","","RORU","Rosa rugosa","L48(I)AK(I)CAN(I)SPM(I)","","","CT(PINB)","CT (rugosa rose)","STATE"
"ROSE3","","ROSE3","Rosa sempervirens","PR(I)","","","","",""
"ROSE9","","ROSE9","Rosa sericea","","","","","",""
"ROSEO2","","ROSEO2","Rosa sericea ssp. omeiensis","","","","","",""
"ROSE2","","ROSE2","Rosa setigera","L48(N)CAN(N)","","","","",""
"ROSES","","ROSES","Rosa setigera var. setigera","L48(N)CAN(N)","","","","",""
"ROSET","","ROSET","Rosa setigera var. tomentosa","L48(N)CAN(N)","","","","",""
"ROSE7","","ROSE7","Rosa setipoda","","","","","",""
"ROSH2","","ROSH2","Rosa sherardii","L48(I)","","","","",""
"ROSI5","","ROSI5","Rosa sicula","L48(I)","","","","",""
"ROSI6","","ROSI6","Rosa sinowilsonii","","","","","",""
"ROSO2","","ROSO2","Rosa soulieana","","","","","",""
"ROSP2","","ROSP2","Rosa spinosissima","L48(I)CAN(I)","","","","",""
"ROSP3","","ROSP3","Rosa spithamea","L48(N)","","","","",""
"ROSPS","","ROSPS","Rosa spithamea var. sonomensis","L48(N)","","","","",""
"ROSPS2","","ROSPS2","Rosa spithamea var. spithamea","L48(N)","","","","",""
"ROST","","ROST","Rosa stellata","L48(N)","","","","",""
"ROSTA","","ROSTA","Rosa stellata ssp. abyssa","L48(N)","","","","",""
"ROSTM","","ROSTM","Rosa stellata ssp. mirifica","L48(N)","","","","",""
"ROSTE2","","ROSTE2","Rosa stellata ssp. mirifica var. erlansoniae","L48(N)","","","","",""
"ROSTM2","","ROSTM2","Rosa stellata ssp. mirifica var. mirifica","L48(N)","","","","",""
"ROSTS","","ROSTS","Rosa stellata ssp. stellata","L48(N)","","","","",""
"ROSW2","","ROSW2","Rosa sweginzowii","","","","","",""
"ROTO","","ROTO","Rosa tomentosa","L48(I)CAN(I)","","","","",""
"ROTU2","","ROTU2","Rosa tuschetica","","","","","",""
"ROVI80","","ROVI80","Rosa villosa","L48(I)","","","","",""
"ROVI2","","ROVI2","Rosa virginiana","L48(N)CAN(N)SPM(N)","","","","",""
"ROVIL","","ROVIL","Rosa virginiana var. lamprophylla","L48(N)","","","","",""
"ROVIV2","","ROVIV2","Rosa virginiana var. virginiana","L48(N)CAN(N)SPM(N)","","","","",""
"ROWE2","","ROWE2","Rosa webbiana","","","","","",""
"ROWI","","ROWI","Rosa wichuraiana","L48(I)","","","","",""
"ROWI3","","ROWI3","Rosa willmottiae","","","","","",""
"ROWO","","ROWO","Rosa woodsii","L48(N)AK(N)CAN(N)","","","","",""
"ROWOG","","ROWOG","Rosa woodsii var. glabrata","L48(N)","","","","",""
"ROWOG2","","ROWOG2","Rosa woodsii var. gratissima","L48(N)","","","","",""
"ROWOU","","ROWOU","Rosa woodsii var. ultramontana","L48(N)CAN(N)","","","","",""
"ROWOW","","ROWOW","Rosa woodsii var. woodsii","L48(N)AK(N)CAN(N)","","","","",""
"ROXA2","","ROXA2","Rosa xanthina","L48(I)CAN(I)","","","","",""
"ROYA","","ROYA","Rosa yainacensis","L48(N)","","","","",""
"ROSEL2","","ROSEL2","Roselliniella","NA(N)","","","","",""
"RONE3","","RONE3","Roselliniella nephromatis","NA(N)","","","","",""
"ROSEL","","ROSEL","Roselliniopsis","NA(N)","","","","",""
"ROGE","","ROGE","Roselliniopsis gelidaria","NA(N)","","","","",""
"ROSEL3","","ROSEL3","Rosellinula","NA(N)","","","","",""
"ROKA","","ROKA","Rosellinula kalbii","NA(N)","","","","",""
"ROSMA","","ROSMA","Rosmarinus","L48(I)","","","","",""
"ROOF","","ROOF","Rosmarinus officinalis","L48(I)PR(I)","","","","",""
"ROSTR","","ROSTR","Rostraria","L48(I)","","","","",""
"ROCR3","","ROCR3","Rostraria cristata","L48(I)","","","","",""
"ROTAL","","ROTAL","Rotala","L48(I,N)CAN(N)","","","","",""
"ROIN3","","ROIN3","Rotala indica","L48(I)","","","","",""
"RORA","","RORA","Rotala ramosior","L48(N)PR(N)CAN(N)","","","","",""
"RORO7","","RORO7","Rotala rotundifolia","L48(I)","","","","",""
"ROTTB","","ROTTB","Rottboellia","L48(I)","","","","",""
